GEOID,NAME,moe,population,means_transit,med_inc
36061004700,"Census Tract 47, New York County, New York",424,2714,NA,NA
36061004700,"Census Tract 47, New York County, New York",444,NA,1925,NA
36061004700,"Census Tract 47, New York County, New York",44760,NA,NA,137882
36061004800,"Census Tract 48, New York County, New York",775,6541,NA,NA
36061004800,"Census Tract 48, New York County, New York",694,NA,3710,NA
36061004800,"Census Tract 48, New York County, New York",11913,NA,NA,164620
36061004900,"Census Tract 49, New York County, New York",756,4411,NA,NA
36061004900,"Census Tract 49, New York County, New York",680,NA,3005,NA
36061004900,"Census Tract 49, New York County, New York",27470,NA,NA,119821
36061005000,"Census Tract 50, New York County, New York",814,5042,NA,NA
36061005000,"Census Tract 50, New York County, New York",466,NA,3180,NA
36061005000,"Census Tract 50, New York County, New York",42351,NA,NA,168125
36061005200,"Census Tract 52, New York County, New York",368,3254,NA,NA
36061005200,"Census Tract 52, New York County, New York",245,NA,1424,NA
36061005200,"Census Tract 52, New York County, New York",38565,NA,NA,165972
36061005400,"Census Tract 54, New York County, New York",566,4851,NA,NA
36061005400,"Census Tract 54, New York County, New York",524,NA,3255,NA
36061005400,"Census Tract 54, New York County, New York",36789,NA,NA,164700
36061005501,"Census Tract 55.01, New York County, New York",749,5073,NA,NA
36061005501,"Census Tract 55.01, New York County, New York",312,NA,2486,NA
36061005501,"Census Tract 55.01, New York County, New York",36190,NA,NA,178008
36061005502,"Census Tract 55.02, New York County, New York",340,1912,NA,NA
36061005502,"Census Tract 55.02, New York County, New York",208,NA,1091,NA
36061005502,"Census Tract 55.02, New York County, New York",32967,NA,NA,129250
36061005600,"Census Tract 56, New York County, New York",769,4190,NA,NA
36061005600,"Census Tract 56, New York County, New York",668,NA,2396,NA
36061005600,"Census Tract 56, New York County, New York",52222,NA,NA,162105
36061005700,"Census Tract 57, New York County, New York",556,3016,NA,NA
36061005700,"Census Tract 57, New York County, New York",328,NA,1743,NA
36061005700,"Census Tract 57, New York County, New York",64872,NA,NA,198529
36061005800,"Census Tract 58, New York County, New York",633,4017,NA,NA
36061005800,"Census Tract 58, New York County, New York",496,NA,2835,NA
36061005800,"Census Tract 58, New York County, New York",33556,NA,NA,138706
36061005900,"Census Tract 59, New York County, New York",672,5047,NA,NA
36061005900,"Census Tract 59, New York County, New York",477,NA,2508,NA
36061005900,"Census Tract 59, New York County, New York",26941,NA,NA,151031
36061006000,"Census Tract 60, New York County, New York",730,5698,NA,NA
36061006000,"Census Tract 60, New York County, New York",451,NA,2983,NA
36061006000,"Census Tract 60, New York County, New York",51869,NA,NA,189625
36061006100,"Census Tract 61, New York County, New York",609,5143,NA,NA
36061006100,"Census Tract 61, New York County, New York",528,NA,2515,NA
36061006100,"Census Tract 61, New York County, New York",44485,NA,NA,244702
36061006200,"Census Tract 62, New York County, New York",768,4385,NA,NA
36061006200,"Census Tract 62, New York County, New York",413,NA,1575,NA
36061006200,"Census Tract 62, New York County, New York",20651,NA,NA,100403
36061006300,"Census Tract 63, New York County, New York",1019,6456,NA,NA
36061006300,"Census Tract 63, New York County, New York",778,NA,3866,NA
36061006300,"Census Tract 63, New York County, New York",30498,NA,NA,160781
36061006400,"Census Tract 64, New York County, New York",1015,7415,NA,NA
36061006400,"Census Tract 64, New York County, New York",705,NA,4784,NA
36061006400,"Census Tract 64, New York County, New York",11351,NA,NA,102312
36061006500,"Census Tract 65, New York County, New York",706,5933,NA,NA
36061006500,"Census Tract 65, New York County, New York",537,NA,3578,NA
36061006500,"Census Tract 65, New York County, New York",13731,NA,NA,106561
36061006600,"Census Tract 66, New York County, New York",1887,12022,NA,NA
36061006600,"Census Tract 66, New York County, New York",1080,NA,6740,NA
36061006600,"Census Tract 66, New York County, New York",26213,NA,NA,101127
36061006700,"Census Tract 67, New York County, New York",898,5093,NA,NA
36061006700,"Census Tract 67, New York County, New York",908,NA,3753,NA
36061006700,"Census Tract 67, New York County, New York",21795,NA,NA,113685
36061006800,"Census Tract 68, New York County, New York",1114,8293,NA,NA
36061006800,"Census Tract 68, New York County, New York",897,NA,4869,NA
36061006800,"Census Tract 68, New York County, New York",23709,NA,NA,136962
36061006900,"Census Tract 69, New York County, New York",372,2450,NA,NA
36061006900,"Census Tract 69, New York County, New York",218,NA,1414,NA
36061006900,"Census Tract 69, New York County, New York",65948,NA,NA,237500
36061007001,"Census Tract 70.01, New York County, New York",1309,3572,NA,NA
36061007001,"Census Tract 70.01, New York County, New York",546,NA,1697,NA
36061007001,"Census Tract 70.01, New York County, New York",47426,NA,NA,110150
36061007002,"Census Tract 70.02, New York County, New York",645,4292,NA,NA
36061007002,"Census Tract 70.02, New York County, New York",503,NA,2716,NA
36061007002,"Census Tract 70.02, New York County, New York",39401,NA,NA,130405
36061007100,"Census Tract 71, New York County, New York",803,5384,NA,NA
36061007100,"Census Tract 71, New York County, New York",652,NA,3680,NA
36061007100,"Census Tract 71, New York County, New York",35837,NA,NA,176711
36061007200,"Census Tract 72, New York County, New York",894,7882,NA,NA
36061007200,"Census Tract 72, New York County, New York",710,NA,5982,NA
36061007200,"Census Tract 72, New York County, New York",28189,NA,NA,141161
36061007300,"Census Tract 73, New York County, New York",715,5428,NA,NA
36061007300,"Census Tract 73, New York County, New York",679,NA,3624,NA
36061007300,"Census Tract 73, New York County, New York",42874,NA,NA,142409
36061007400,"Census Tract 74, New York County, New York",716,4805,NA,NA
36061007400,"Census Tract 74, New York County, New York",633,NA,3303,NA
36061007400,"Census Tract 74, New York County, New York",22878,NA,NA,178045
36061007500,"Census Tract 75, New York County, New York",542,3610,NA,NA
36061007500,"Census Tract 75, New York County, New York",415,NA,2312,NA
36061007500,"Census Tract 75, New York County, New York",17426,NA,NA,109250
36061007600,"Census Tract 76, New York County, New York",345,2258,NA,NA
36061007600,"Census Tract 76, New York County, New York",242,NA,1531,NA
36061007600,"Census Tract 76, New York County, New York",43899,NA,NA,131429
36061007700,"Census Tract 77, New York County, New York",623,5849,NA,NA
36061007700,"Census Tract 77, New York County, New York",491,NA,4018,NA
36061007700,"Census Tract 77, New York County, New York",24626,NA,NA,143750
36061007800,"Census Tract 78, New York County, New York",1386,9494,NA,NA
36061007800,"Census Tract 78, New York County, New York",995,NA,6691,NA
36061007800,"Census Tract 78, New York County, New York",35907,NA,NA,151900
36061007900,"Census Tract 79, New York County, New York",711,4170,NA,NA
36061007900,"Census Tract 79, New York County, New York",495,NA,2304,NA
36061007900,"Census Tract 79, New York County, New York",19912,NA,NA,104246
36061008000,"Census Tract 80, New York County, New York",701,5282,NA,NA
36061008000,"Census Tract 80, New York County, New York",562,NA,3590,NA
36061008000,"Census Tract 80, New York County, New York",20570,NA,NA,148750
36061008100,"Census Tract 81, New York County, New York",1122,7318,NA,NA
36061008100,"Census Tract 81, New York County, New York",938,NA,4996,NA
36061008100,"Census Tract 81, New York County, New York",24960,NA,NA,144375
36061008200,"Census Tract 82, New York County, New York",913,3567,NA,NA
36061008200,"Census Tract 82, New York County, New York",463,NA,2424,NA
36061008200,"Census Tract 82, New York County, New York",50149,NA,NA,165911
36061008300,"Census Tract 83, New York County, New York",714,4073,NA,NA
36061008300,"Census Tract 83, New York County, New York",395,NA,1994,NA
36061008300,"Census Tract 83, New York County, New York",34272,NA,NA,56197
36061008400,"Census Tract 84, New York County, New York",322,1466,NA,NA
36061008400,"Census Tract 84, New York County, New York",158,NA,885,NA
36061008400,"Census Tract 84, New York County, New York",99983,NA,NA,200521
36061008601,"Census Tract 86.01, New York County, New York",439,3042,NA,NA
36061008601,"Census Tract 86.01, New York County, New York",302,NA,2020,NA
36061008601,"Census Tract 86.01, New York County, New York",23151,NA,NA,153333
36061008602,"Census Tract 86.02, New York County, New York",13,0,0,NA
36061008602,"Census Tract 86.02, New York County, New York",NA,NA,NA,NA
36061008603,"Census Tract 86.03, New York County, New York",877,5226,NA,NA
36061008603,"Census Tract 86.03, New York County, New York",510,NA,3083,NA
36061008603,"Census Tract 86.03, New York County, New York",20810,NA,NA,204292
36061008700,"Census Tract 87, New York County, New York",853,6216,NA,NA
36061008700,"Census Tract 87, New York County, New York",757,NA,4492,NA
36061008700,"Census Tract 87, New York County, New York",39309,NA,NA,172825
36061008800,"Census Tract 88, New York County, New York",975,8108,NA,NA
36061008800,"Census Tract 88, New York County, New York",865,NA,5611,NA
36061008800,"Census Tract 88, New York County, New York",26399,NA,NA,119571
36061008900,"Census Tract 89, New York County, New York",620,5844,NA,NA
36061008900,"Census Tract 89, New York County, New York",487,NA,3221,NA
36061008900,"Census Tract 89, New York County, New York",32036,NA,NA,111131
36061009000,"Census Tract 90, New York County, New York",1025,7775,NA,NA
36061009000,"Census Tract 90, New York County, New York",884,NA,5427,NA
36061009000,"Census Tract 90, New York County, New York",30873,NA,NA,146289
36061009100,"Census Tract 91, New York County, New York",813,6656,NA,NA
36061009100,"Census Tract 91, New York County, New York",758,NA,4576,NA
36061009100,"Census Tract 91, New York County, New York",50521,NA,NA,148859
36061009200,"Census Tract 92, New York County, New York",295,1541,NA,NA
36061009200,"Census Tract 92, New York County, New York",198,NA,1058,NA
36061009200,"Census Tract 92, New York County, New York",41678,NA,NA,153661
36061009300,"Census Tract 93, New York County, New York",1212,10198,NA,NA
36061009300,"Census Tract 93, New York County, New York",840,NA,5370,NA
36061009300,"Census Tract 93, New York County, New York",22548,NA,NA,87706
36061009400,"Census Tract 94, New York County, New York",69,90,NA,NA
36061009400,"Census Tract 94, New York County, New York",23,NA,50,NA
36061009400,"Census Tract 94, New York County, New York",NA,NA,NA,NA
36061009500,"Census Tract 95, New York County, New York",657,3151,NA,NA
36061009500,"Census Tract 95, New York County, New York",281,NA,1327,NA
36061009500,"Census Tract 95, New York County, New York",44597,NA,NA,154274
36061009600,"Census Tract 96, New York County, New York",80,220,NA,NA
36061009600,"Census Tract 96, New York County, New York",70,NA,190,NA
36061009600,"Census Tract 96, New York County, New York",97208,NA,NA,98846
36061009700,"Census Tract 97, New York County, New York",505,4620,NA,NA
36061009700,"Census Tract 97, New York County, New York",412,NA,2561,NA
36061009700,"Census Tract 97, New York County, New York",25237,NA,NA,64672
36061009800,"Census Tract 98, New York County, New York",1174,7426,NA,NA
36061009800,"Census Tract 98, New York County, New York",678,NA,4128,NA
36061009800,"Census Tract 98, New York County, New York",30566,NA,NA,99657
36061009901,"Census Tract 99.01, New York County, New York",566,1877,NA,NA
36061009901,"Census Tract 99.01, New York County, New York",527,NA,1349,NA
36061009901,"Census Tract 99.01, New York County, New York",NA,NA,NA,250001
36061009902,"Census Tract 99.02, New York County, New York",554,3210,NA,NA
36061009902,"Census Tract 99.02, New York County, New York",292,NA,2190,NA
36061009902,"Census Tract 99.02, New York County, New York",23363,NA,NA,140077
36061009903,"Census Tract 99.03, New York County, New York",144,744,NA,NA
36061009903,"Census Tract 99.03, New York County, New York",113,NA,514,NA
36061009903,"Census Tract 99.03, New York County, New York",82150,NA,NA,143011
36061010000,"Census Tract 100, New York County, New York",377,1747,NA,NA
36061010000,"Census Tract 100, New York County, New York",190,NA,1112,NA
36061010000,"Census Tract 100, New York County, New York",55327,NA,NA,101406
36061010100,"Census Tract 101, New York County, New York",570,1683,NA,NA
36061010100,"Census Tract 101, New York County, New York",250,NA,1124,NA
36061010100,"Census Tract 101, New York County, New York",33110,NA,NA,101500
36061010200,"Census Tract 102, New York County, New York",132,214,NA,NA
36061010200,"Census Tract 102, New York County, New York",118,NA,138,NA
36061010200,"Census Tract 102, New York County, New York",34506,NA,NA,83857
36061010300,"Census Tract 103, New York County, New York",542,2565,NA,NA
36061010300,"Census Tract 103, New York County, New York",570,NA,1924,NA
36061010300,"Census Tract 103, New York County, New York",30045,NA,NA,110756
36061010400,"Census Tract 104, New York County, New York",191,830,NA,NA
36061010400,"Census Tract 104, New York County, New York",160,NA,581,NA
36061010400,"Census Tract 104, New York County, New York",57967,NA,NA,165000
36061010601,"Census Tract 106.01, New York County, New York",1431,7632,NA,NA
36061010601,"Census Tract 106.01, New York County, New York",1038,NA,4355,NA
36061010601,"Census Tract 106.01, New York County, New York",54350,NA,NA,243082
36061010602,"Census Tract 106.02, New York County, New York",555,4812,NA,NA
36061010602,"Census Tract 106.02, New York County, New York",406,NA,2960,NA
36061010602,"Census Tract 106.02, New York County, New York",45533,NA,NA,194188
36061010801,"Census Tract 108.01, New York County, New York",595,3035,NA,NA
36061010801,"Census Tract 108.01, New York County, New York",469,NA,1837,NA
36061010801,"Census Tract 108.01, New York County, New York",28892,NA,NA,171250
36061010802,"Census Tract 108.02, New York County, New York",1415,4432,NA,NA
36061010802,"Census Tract 108.02, New York County, New York",637,NA,2479,NA
36061010802,"Census Tract 108.02, New York County, New York",31485,NA,NA,139327
36061010803,"Census Tract 108.03, New York County, New York",399,1335,NA,NA
36061010803,"Census Tract 108.03, New York County, New York",367,NA,827,NA
36061010803,"Census Tract 108.03, New York County, New York",44250,NA,NA,139261
36061010900,"Census Tract 109, New York County, New York",58,251,NA,NA
36061010900,"Census Tract 109, New York County, New York",32,NA,131,NA
36061010900,"Census Tract 109, New York County, New York",47068,NA,NA,155417
36061011000,"Census Tract 110, New York County, New York",1139,7553,NA,NA
36061011000,"Census Tract 110, New York County, New York",773,NA,4706,NA
36061011000,"Census Tract 110, New York County, New York",28097,NA,NA,144430
36061011100,"Census Tract 111, New York County, New York",711,4540,NA,NA
36061011100,"Census Tract 111, New York County, New York",513,NA,3314,NA
